457,5,21,0,25,0
11,3,4,0,4,0
128,0,9,0,6,0
259,0,34,0,27,0
488,0,22,0,133,9
21,0,0,0,17,0
305,37,10,0,0,0
355,0,0,0,39,30
919,4,65,0,191,3
16,1,2,0,5,0
1300,0,0,0,223,95
124,0,13,0,50,17
5,4,0,0,24,0
29,0,0,0,91,13
255,0,5,0,3,0
181,13,13,0,45,0
27,15,2,0,53,0
13,0,1,0,0,0
260,0,50,4,91,0
221,0,18,0,33,0
940,0,0,0,70,68
7,1,2,0,1,0
211,0,24,0,35,0
153,35,4,0,0,0
766,0,25,0,34,1
150,0,0,0,10,21
209,0,0,0,25,19
807,0,0,0,43,50
561,0,0,0,61,39
267,9,35,0,33,1
386,5,38,0,105,0
109,0,11,0,13,0
163,0,12,0,7,0
687,0,41,2,425,41
25,0,0,0,20,0
256,0,6,0,53,14
222,0,16,0,36,12
207,3,11,0,50,0
176,0,2,0,2,0
252,6,30,0,51,0
467,0,0,10,184,378
79,0,0,0,1458,0
4,2,0,0,33,0
225,2,17,0,23,0
36,1,6,0,2,0
269,10,35,0,34,1
152,0,0,0,28,38
260,0,14,0,16,0
299,8,23,0,23,0
17,23,1,0,11,0
937,0,0,0,78,54
218,0,0,0,28,705
330,0,12,0,53,0
234,7,19,0,29,0
140,9,10,0,27,0
676,1,45,0,74,0
461,183,22,0,2,0
10,0,0,0,1,0
284,2,19,0,132,1
538,0,26,0,63,1
397,0,0,0,73,20
161,0,6,0,25,0
201,12,23,0,10,0
170,250,12,0,4,0
1324,0,0,4,391,544
149,0,8,0,8,0
120,3,13,0,25,0
317,0,25,0,13,3
32,0,1,0,58,2
346,2,49,0,22,0
363,0,14,0,146,23
417,0,0,0,48,32
1123,0,0,6,371,841
69,0,0,6,38,220
223,5,51,0,21,0
257,55,9,0,0,0
51,5,4,0,63,0
24,17,3,0,8,0
14,9,0,0,6,0
191,0,36,0,37,0
337,0,0,0,50,776
363,0,0,0,35,15
337,1,26,0,33,0
8,9,3,0,14,0
39,0,5,0,1,0
36,0,0,8,22,0
163,0,11,0,15,-1
151,3,14,0,27,0
87,0,0,3,20,0
955,0,0,8,107,246
268,0,0,0,143,67
134,0,0,6,162,226
225,0,15,0,12,2
84,0,0,0,2,31
391,0,19,7,175,574
180,0,0,2,41,4
141,115,9,0,3,0
619,0,0,2,186,107
322,0,0,6,178,500
413,238,18,0,1,0
66,0,3,0,0,0
242,0,28,0,57,0
1096,0,0,8,178,148
454,0,0,0,36,38
49,0,3,0,109,0
125,0,21,0,63,0
166,0,0,0,79,2
204,0,4,0,8,0
308,0,21,0,49,0
211,1,24,0,33,0
103,0,11,0,13,0
117,0,10,0,29,0
258,2,6,0,3,0
119,0,4,0,103,3
59,3,4,0,12,0
101,0,0,0,9,46
126,0,13,0,13,0
175,317,11,0,2,0
180,1,3,0,7,0
5,3,0,0,0,0
219,0,0,2,41,4
44,5,3,0,23,0
76,0,0,0,14,7
273,13,36,0,33,1
775,1,50,0,80,1
265,41,10,0,0,0
881,0,0,0,71,54
217,257,11,0,6,0
140,0,11,0,12,-1
343,0,0,0,27,19
653,0,0,0,30,26
128,0,9,0,6,0
176,0,31,0,73,0
926,0,0,0,176,26
628,0,0,0,51,47
7,3,0,0,8,0
3,0,2,0,4,0
184,0,0,6,150,492
0,0,0,0,0,0
1539,0,0,3,213,152
1503,0,0,10,615,200
5,1,0,0,0,0
374,70,18,0,3,0
453,0,25,0,84,20
380,58,17,0,2,0
361,9,50,0,21,0
428,0,35,0,82,0
676,0,43,0,75,0
104,0,0,0,28,11
75,232,5,0,2,0
254,0,0,6,205,303
76,0,4,0,3,0
35,0,0,0,772,0
206,0,0,0,4,0
347,0,0,0,129,765
161,0,0,0,90,580
137,9,17,0,15,0
257,0,0,0,138,16
15,16,1,0,81,0
202,226,9,0,4,0
35,63,3,0,0,0
88,0,2,0,3,0
203,0,11,0,45,0
237,0,0,0,33,9
257,0,6,0,54,13
720,0,0,0,109,89
50,0,3,0,16,0
128,0,10,0,4,0
135,0,22,0,12,0
76,0,4,0,3,0
4,1,3,0,1,0
69,0,4,0,34,0
986,0,0,3,317,891
213,0,25,0,20,0
22,15,2,0,9,0
436,0,29,0,66,-2
905,0,0,0,48,49
67,0,0,0,77,0
527,0,0,0,69,8
141,0,2,0,2,0
441,0,0,28,173,1035
689,0,0,0,114,195
423,0,0,0,42,31
19,10,1,0,3,0
759,0,0,6,266,110
97,0,12,0,9,0
123,47,6,0,2,0
105,11,13,0,17,0
239,0,28,0,16,0
797,0,0,9,232,109
106,3,5,0,13,0
52,0,1,0,2,0
89,0,5,0,2,0
193,0,0,0,21,1
188,11,8,0,2,0
760,0,0,2,161,115
314,5,31,0,41,0
309,0,21,0,53,0
390,0,0,7,160,640
211,0,8,0,174,167
188,0,20,0,20,0
12,0,0,0,14,0
15,12,1,0,57,0
79,0,0,0,7,31
145,7,13,0,19,-1
4,2,0,0,5,0
41,0,0,4,19,0
447,0,32,0,102,158
763,0,0,0,95,124
215,343,12,0,4,0
66,0,4,0,7,0
1026,3,94,0,120,2
112,0,7,0,6,0
3,0,0,2,8,0
100,0,19,0,65,0
85,0,11,0,10,0
777,0,0,0,127,123
82,76,1,0,2,0
263,0,28,0,16,0
34,0,0,0,26,0
980,0,0,0,251,197
110,265,9,0,3,0
824,0,0,0,149,132
691,5,47,0,154,3
177,0,26,0,16,0
169,0,0,0,31,2
346,0,0,6,54,59
89,2,5,0,2,0
209,0,18,0,47,3
470,0,0,0,189,62
669,0,0,4,152,18
124,0,0,0,57,6
0,0,0,9,151,0
123,0,19,0,62,0
93,0,0,0,1656,0
46,5,3,0,22,0
699,0,0,0,17,27
967,0,0,0,219,140
131,0,6,0,28,2
539,0,27,0,63,1
26,0,0,0,6,0
280,246,16,0,4,0
414,8,34,0,75,0
210,0,38,0,55,0
432,0,39,0,133,0
488,0,29,0,62,-2
1284,0,0,0,97,869
186,186,14,0,2,0
326,0,13,0,52,0
13,7,0,0,1,0
185,184,10,0,4,0
185,64,7,0,0,0
581,0,0,0,94,194
62,0,14,0,9,0
121,0,0,0,26,29
488,0,0,0,58,79
220,0,18,0,30,0
5,6,1,0,0,0
20,0,2,0,14,0
923,0,0,0,122,173
303,0,0,6,50,53
204,3,10,0,28,0
139,10,6,0,16,0
455,0,0,0,807,28
273,0,0,6,180,8
322,0,25,0,33,-1
203,0,10,0,42,0
40,6,5,0,2,0
88,0,0,0,19,7
222,0,5,0,35,13
68,0,0,0,49,5
1319,0,0,0,232,30
128,0,10,0,4,0
484,0,44,0,38,0
141,0,2,0,2,0
298,0,11,0,16,0
280,2,26,0,33,0
94,234,7,0,2,0
218,0,16,0,67,-1
1244,0,0,0,207,329
71,7,6,0,11,0
496,0,0,0,53,27
173,0,6,0,7,0
23,0,0,0,18,0
10,0,4,0,7,0
255,0,23,0,100,0
211,21,20,0,25,0
46,3,5,0,45,0
361,8,50,0,21,0
4,1,0,0,0,0
23,0,0,0,96,0
171,0,13,0,18,4
97,0,6,0,20,0
443,1,20,0,20,0
282,1,24,0,15,0
101,0,0,4,41,3
199,2,39,0,12,0
1036,7,94,0,122,2
225,4,51,0,21,0
233,0,23,0,45,0
99,71,1,0,19,11
258,0,34,0,24,0
431,0,38,0,129,0
315,33,34,0,75,0
500,0,16,0,40,0
38,0,4,0,4,0
1147,0,0,6,371,906
675,0,0,0,252,32
5,5,0,0,12,0
221,0,19,0,19,0
395,0,0,6,154,29
141,3,12,0,14,0
199,0,14,0,3,0
218,6,24,0,34,0
893,0,0,0,201,25
463,2,39,1,40,0
133,2,10,0,12,0
2,0,0,0,2,0
21,0,0,0,20,0
489,0,0,0,36,39
154,0,0,0,12,0
122,4,13,0,25,0
113,0,13,0,50,16
174,0,11,0,5,0
68,0,4,0,10,0
387,0,35,1,211,65
1,0,1,0,0,0
17,0,3,0,13,0
701,0,0,0,93,66
263,0,26,0,45,0
538,0,26,0,64,1
50,0,2,0,9,0
204,0,4,0,6,0
467,0,0,5,238,79
141,0,0,0,39,23
104,0,0,0,47,8
193,0,1,0,0,0
182,12,12,0,6,3
773,0,0,6,257,31
491,0,0,0,43,228
264,0,28,0,17,0
77,0,0,0,23,1
277,0,0,0,36,19
0,0,0,0,0,0
153,0,14,0,5,0
